,bar1_close,datetime,wf_result_1
0,275.95,2017-10-19 00:00:00.500,0.0106764023495
1,275.95,2017-10-19 00:01:02.500,0.0131735415223
2,275.95,2017-10-19 00:02:01.000,0.016226858113
3,275.95,2017-10-19 00:03:01.500,0.0199466438563
4,275.95,2017-10-19 00:04:00.000,0.024458399975
5,275.95,2017-10-19 00:05:00.000,0.0299016898715
6,275.95,2017-10-19 00:06:10.000,0.0364271347368
7,275.95,2017-10-19 00:07:00.000,0.0441909162298
8,275.95,2017-10-19 00:08:10.500,0.053346225776
9,275.95,2017-10-19 00:09:02.000,0.0640313828299
10,275.95,2017-10-19 00:10:01.500,0.0763549055763
11,275.9,2017-10-19 00:11:01.000,0.0102099668848
12,275.95,2017-10-19 00:12:00.000,0.109476350371
13,275.95,2017-10-19 00:13:00.000,0.127130140361
14,275.95,2017-10-19 00:14:00.500,0.14620068091
15,275.95,2017-10-19 00:15:00.500,0.166430738647
16,275.95,2017-10-19 00:16:00.500,0.187499167358
17,275.95,2017-10-19 00:17:00.500,0.209044551756
18,275.95,2017-10-19 00:18:07.000,0.230693533612
19,275.95,2017-10-19 00:19:03.500,0.252088911668
20,276.0,2017-10-19 00:20:04.000,0.78326659546
21,276.0,2017-10-19 00:21:00.500,0.761668327762
22,276.05,2017-10-19 00:22:00.500,0.964856992797
23,276.0,2017-10-19 00:23:04.000,0.699813626854
24,276.0,2017-10-19 00:24:01.500,0.681284092957
25,276.0,2017-10-19 00:25:01.500,0.663959870801
26,276.05,2017-10-19 00:26:02.000,0.946551689222
27,276.05,2017-10-19 00:27:04.000,0.935850137933
28,276.05,2017-10-19 00:28:00.500,0.923509315911
29,276.05,2017-10-19 00:29:00.500,0.909467922201
30,276.05,2017-10-19 00:30:00.000,0.893728082422
31,276.05,2017-10-19 00:31:01.000,0.876368661513
32,276.05,2017-10-19 00:32:02.000,0.857551928364
33,276.0,2017-10-19 00:33:05.000,0.348783391228
34,276.1,2017-10-19 00:34:00.000,0.981465460366
35,276.05,2017-10-19 00:35:00.000,0.817033954806
36,276.05,2017-10-19 00:36:02.000,0.795558708326
37,276.05,2017-10-19 00:37:03.500,0.773900909501
38,276.0,2017-10-19 00:38:02.000,0.239994684886
39,276.0,2017-10-19 00:39:01.500,0.261179087742
40,275.95,2017-10-19 00:40:01.500,0.0391324844281
41,276.0,2017-10-19 00:41:00.000,0.323863839592
42,276.0,2017-10-19 00:42:00.000,0.34082548954
43,276.0,2017-10-19 00:43:02.000,0.356514026419
44,276.0,2017-10-19 00:44:00.000,0.370926212542
45,275.95,2017-10-19 00:45:02.500,0.0608297468585
46,275.95,2017-10-19 00:46:01.500,0.0726786578413
47,275.95,2017-10-19 00:47:10.000,0.0862159551963
48,275.95,2017-10-19 00:48:00.500,0.101459801425
49,275.9,2017-10-19 00:49:08.000,0.0137454154597
50,275.95,2017-10-19 00:50:03.000,0.14224058065
51,275.9,2017-10-19 00:51:02.500,0.0197120892701
52,275.9,2017-10-19 00:52:01.000,0.0241745500419
53,275.9,2017-10-19 00:53:03.000,0.0295601639995
54,275.9,2017-10-19 00:54:01.500,0.036019037692
55,275.85,2017-10-19 00:55:00.500,0.00472068589992
56,275.85,2017-10-19 00:56:13.000,0.00585043128844
57,275.9,2017-10-19 00:57:00.500,0.0656944653589
58,275.85,2017-10-19 00:58:03.000,0.00873401406034
59,275.85,2017-10-19 00:59:00.500,0.0107915601999
60,275.9,2017-10-19 01:00:00.000,0.115069420644
61,275.85,2017-10-19 01:01:02.500,0.0156980595439
62,275.85,2017-10-19 01:02:00.000,0.0193034843067
63,275.85,2017-10-19 01:03:00.500,0.0236798643129
64,275.9,2017-10-19 01:04:01.500,0.223260218038
65,275.85,2017-10-19 01:05:02.000,0.0325413095832
66,275.85,2017-10-19 01:06:05.000,0.0395753450531
67,275.85,2017-10-19 01:07:00.000,0.0479139831315
68,275.85,2017-10-19 01:08:01.500,0.0577057218317
69,275.85,2017-10-19 01:09:00.000,0.0690781538061
70,275.85,2017-10-19 01:10:04.000,0.0821220244291
71,275.85,2017-10-19 01:11:00.000,0.0968741616264
72,275.85,2017-10-19 01:12:03.000,0.113301836673
73,275.85,2017-10-19 01:13:01.000,0.131291819572
74,275.85,2017-10-19 01:14:00.500,0.150647357148
75,275.85,2017-10-19 01:15:04.000,0.171095222158
76,275.85,2017-10-19 01:16:01.500,0.192302941237
77,275.8,2017-10-19 01:17:01.000,0.0274519634333
78,275.8,2017-10-19 01:18:00.000,0.0334959844581
79,275.85,2017-10-19 01:19:00.500,0.29033561201
80,275.8,2017-10-19 01:20:09.000,0.0444179533982
81,275.8,2017-10-19 01:21:07.500,0.0536126406392
82,275.8,2017-10-19 01:22:06.500,0.0643405518928
83,275.8,2017-10-19 01:23:06.500,0.0767091773107
84,275.85,2017-10-19 01:24:03.000,0.490443177524
85,275.8,2017-10-19 01:25:00.000,0.091121864106
86,275.8,2017-10-19 01:26:07.000,0.106927713799
87,275.8,2017-10-19 01:27:03.000,0.124348332078
88,275.75,2017-10-19 01:28:00.000,0.0170374908768
89,275.85,2017-10-19 01:29:05.000,0.665284645049
90,275.85,2017-10-19 01:30:01.500,0.649124078394
91,275.9,2017-10-19 01:31:01.000,0.943533348885
92,275.9,2017-10-19 01:32:06.000,0.932353592615
93,275.9,2017-10-19 01:33:04.000,0.919510654734
94,275.9,2017-10-19 01:34:00.500,0.904960454514
95,275.9,2017-10-19 01:35:05.000,0.888726795152
96,275.9,2017-10-19 01:36:04.000,0.870913041983
97,275.9,2017-10-19 01:37:01.000,0.851706225147
98,275.9,2017-10-19 01:38:04.000,0.831371234243
99,275.95,2017-10-19 01:39:00.500,0.976261779164
100,275.95,2017-10-19 01:40:02.000,0.97096506609
101,275.9,2017-10-19 01:41:03.000,0.738879826797
102,275.9,2017-10-19 01:42:02.000,0.718385147899
103,275.9,2017-10-19 01:43:02.500,0.698817401891
104,275.9,2017-10-19 01:44:12.000,0.680348521603
105,275.9,2017-10-19 01:45:01.500,0.663089330731
106,275.85,2017-10-19 01:46:01.000,0.159867095771
107,275.85,2017-10-19 01:47:18.000,0.180705856032
108,275.85,2017-10-19 01:48:00.000,0.202139605885
109,275.85,2017-10-19 01:49:22.500,0.223795635119
110,275.9,2017-10-19 01:50:00.500,0.757996699771
111,275.9,2017-10-19 01:51:15.500,0.7368655187
112,275.85,2017-10-19 01:52:00.500,0.207741478277
113,275.9,2017-10-19 01:53:07.000,0.741501274549
114,275.9,2017-10-19 01:54:01.000,0.720905797657
115,275.9,2017-10-19 01:55:00.000,0.701211215235
116,275.9,2017-10-19 01:56:00.500,0.682597416297
117,275.9,2017-10-19 01:57:04.000,0.665182559629
118,275.9,2017-10-19 01:58:17.000,0.649029758287
119,275.9,2017-10-19 01:59:00.000,0.634156362775
120,275.9,2017-10-19 02:00:01.500,0.62054401491
121,275.95,2017-10-19 02:01:01.000,0.937300073237
122,275.95,2017-10-19 02:02:01.000,0.92517225114
123,275.95,2017-10-19 02:03:01.000,0.911348460599
124,275.95,2017-10-19 02:04:04.000,0.895821921322
125,275.95,2017-10-19 02:05:01.500,0.878661199981
126,275.9,2017-10-19 02:06:22.000,0.389439307974
127,275.9,2017-10-19 02:07:02.500,0.400908761887
128,275.9,2017-10-19 02:08:02.000,0.411281846684
129,275.9,2017-10-19 02:09:01.000,0.420636724274
130,275.9,2017-10-19 02:10:11.000,0.429053963319
131,275.85,2017-10-19 02:11:01.500,0.0744378835263
132,275.85,2017-10-19 02:12:01.500,0.0882101441514
133,275.85,2017-10-19 02:13:13.500,0.103685992086
134,275.9,2017-10-19 02:14:00.000,0.569702123813
135,275.9,2017-10-19 02:15:00.500,0.562270349045
136,275.85,2017-10-19 02:16:01.500,0.114846326346
137,275.85,2017-10-19 02:17:02.500,0.132967395987
138,275.85,2017-10-19 02:18:02.500,0.152432556161
139,275.85,2017-10-19 02:19:00.000,0.172962452172
140,275.9,2017-10-19 02:20:10.000,0.69903408865
141,275.9,2017-10-19 02:21:07.000,0.680551974242
142,275.85,2017-10-19 02:22:03.000,0.169724711163
143,275.9,2017-10-19 02:23:05.000,0.694513114337
144,275.9,2017-10-19 02:24:09.500,0.676311849895
145,275.9,2017-10-19 02:25:00.500,0.659337636597
146,275.85,2017-10-19 02:26:00.000,0.157846827443
147,275.85,2017-10-19 02:27:02.500,0.178606835245
148,275.9,2017-10-19 02:28:00.000,0.70665903489
149,275.85,2017-10-19 02:29:00.000,0.186031015704
150,275.85,2017-10-19 02:30:01.500,0.207555583214
151,275.85,2017-10-19 07:29:46.000,0.229209205818
152,275.85,2017-10-19 07:53:50.500,0.250632748095
153,275.8,2017-10-19 09:00:00.500,0.0372218008089
154,275.85,2017-10-19 09:01:00.000,0.313017296084
155,275.85,2017-10-19 09:02:01.000,0.330729179229
156,275.9,2017-10-19 09:03:00.500,0.836730990639
157,275.85,2017-10-19 09:04:00.500,0.314841014031
158,275.8,2017-10-19 09:05:00.000,0.0491190232516
159,275.85,2017-10-19 09:06:00.000,0.377199714884
160,275.85,2017-10-19 09:07:03.500,0.389801010241
161,275.9,2017-10-19 09:08:00.000,0.865902214793
162,275.95,2017-10-19 09:09:02.500,0.981503015768
163,275.95,2017-10-19 09:10:00.000,0.977297310494
164,275.9,2017-10-19 09:11:01.000,0.784128495092
165,275.9,2017-10-19 09:12:00.000,0.762522338433
166,275.9,2017-10-19 09:13:01.000,0.741275044503
167,275.9,2017-10-19 09:14:03.000,0.720688101558
168,275.85,2017-10-19 09:15:00.500,0.195693019187
169,275.85,2017-10-19 09:16:00.000,0.217321752732
170,275.85,2017-10-19 09:17:01.000,0.238914319478
171,275.85,2017-10-19 09:18:01.000,0.260126237136
172,275.75,2017-10-19 09:19:01.000,0.004179140329
173,275.85,2017-10-19 09:20:00.000,0.326256713043
174,275.8,2017-10-19 09:21:00.500,0.0513839038714
175,275.8,2017-10-19 09:22:01.000,0.0617511014582
176,275.8,2017-10-19 09:23:01.500,0.0737380091971
177,275.75,2017-10-19 09:24:00.500,0.00983498034424
178,275.75,2017-10-19 09:25:01.500,0.0121424445181
179,275.75,2017-10-19 09:26:00.500,0.0149673265911
180,275.75,2017-10-19 09:27:00.000,0.0184139871247
