,datetime,wf_result_5
114,2017-10-20 00:11:00.500,0.0133862919369
115,2017-10-20 00:16:00.500,0.0375883277709
116,2017-10-20 00:21:07.000,0.0963193036686
117,2017-10-20 00:26:02.000,0.0259820630953
118,2017-10-20 00:31:01.500,8.42696531868e-05
119,2017-10-20 00:36:06.000,0.213526106946
120,2017-10-20 00:41:00.000,0.335803236347
121,2017-10-20 00:46:00.000,0.419287803301
122,2017-10-20 00:51:00.500,0.0822351107436
123,2017-10-20 00:56:00.000,0.680543473655
124,2017-10-20 01:01:00.500,0.01537329265
125,2017-10-20 01:06:01.500,0.300572494785
126,2017-10-20 01:11:01.000,0.864135852015
127,2017-10-20 01:16:00.000,0.742641133441
128,2017-10-20 01:21:07.500,0.630213400431
129,2017-10-20 01:26:01.000,0.999118994579
130,2017-10-20 01:31:04.500,0.999722915987
131,2017-10-20 01:36:02.000,0.999127962248
132,2017-10-20 01:41:01.000,0.80532923277
133,2017-10-20 01:46:00.000,0.680760066054
134,2017-10-20 01:51:19.500,0.590241454443
135,2017-10-20 01:56:00.000,0.542178069826
136,2017-10-20 02:01:00.000,0.101247914599
137,2017-10-20 02:06:12.500,0.719720489814
138,2017-10-20 02:11:09.500,0.142485559922
139,2017-10-20 02:16:01.500,0.0362546326573
140,2017-10-20 02:21:03.000,0.0106105776454
141,2017-10-20 02:26:02.500,0.00322428793
142,2017-10-20 07:27:18.500,0.998716303987
143,2017-10-20 09:01:00.000,0.999598992857
144,2017-10-20 09:06:01.000,0.897785618108
145,2017-10-20 09:11:00.000,0.972616802953
146,2017-10-20 09:16:00.000,0.927155910014
147,2017-10-20 09:21:01.000,0.834324737312
148,2017-10-20 09:26:00.500,0.202680561334
149,2017-10-20 09:31:00.500,0.000548049595593
150,2017-10-20 09:36:00.500,1.96133858073e-07
151,2017-10-20 09:41:00.000,1.0
152,2017-10-20 09:46:00.000,0.05
153,2017-10-20 09:51:00.000,0.00150885718964
154,2017-10-20 09:56:00.000,5.05209336326e-06
155,2017-10-20 10:01:00.000,0.000464426641781
156,2017-10-20 10:06:00.000,0.0135502403903
157,2017-10-20 10:11:00.000,0.275661925208
158,2017-10-20 10:31:01.000,0.382441230994
159,2017-10-20 10:36:00.000,0.44421740698
160,2017-10-20 10:41:00.000,0.00100845761347
161,2017-10-20 10:46:01.500,0.0283952730568
162,2017-10-20 10:51:05.000,0.439405094729
163,2017-10-20 10:56:00.000,0.00953981115036
164,2017-10-20 11:01:01.500,0.212318199283
165,2017-10-20 11:06:00.000,0.334781178659
166,2017-10-20 11:11:00.000,0.985251285613
167,2017-10-20 11:16:00.500,0.707406401311
168,2017-10-20 11:21:00.000,0.993047455747
169,2017-10-20 11:26:00.000,0.835472823509
170,2017-10-20 13:31:00.500,0.710294481966
171,2017-10-20 13:36:00.500,0.937303331193
172,2017-10-20 13:41:04.500,0.982351681547
173,2017-10-20 13:46:03.000,0.994701612669
174,2017-10-20 13:51:00.000,0.998376048654
175,2017-10-20 13:56:01.000,0.955467919999
176,2017-10-20 14:01:00.000,0.88866642141
177,2017-10-20 14:06:00.000,0.00384151952365
178,2017-10-20 14:11:00.000,0.0112418799636
179,2017-10-20 14:16:04.500,0.240431330094
180,2017-10-20 14:21:00.500,0.00596447235211
181,2017-10-20 14:26:01.000,0.619647473838
182,2017-10-20 14:31:02.000,0.55684885228
183,2017-10-20 14:36:01.500,0.103466977278
184,2017-10-20 14:41:00.000,0.724258631325
185,2017-10-20 14:46:00.500,0.617505530429
186,2017-10-20 14:51:00.500,0.923284299072
187,2017-10-20 14:56:01.000,0.33295726081
