,datetime,wf_result_60
0,2017-10-19 00:01:02.500,0.0940541992016
1,2017-10-19 01:01:02.500,0.99975361826
2,2017-10-19 02:01:01.000,4.17885514665e-05
3,2017-10-19 09:01:00.000,0.000352216889851
4,2017-10-19 10:01:00.500,0.999962428914
5,2017-10-19 11:01:06.000,2.72293680435e-09
6,2017-10-19 14:01:00.000,0.95
7,2017-10-19 15:22:39.000,0.99999090449
8,2017-10-19 21:01:00.000,2.15408789125e-05
9,2017-10-19 22:01:00.000,0.999999992636
10,2017-10-19 23:01:00.500,0.05
11,2017-10-20 00:01:00.000,0.998523846344
12,2017-10-20 01:01:00.500,0.110657141452
13,2017-10-20 02:01:00.000,0.999966946214
14,2017-10-20 09:01:00.000,1.97750021531e-16
15,2017-10-20 10:01:00.000,0.95
16,2017-10-20 11:01:01.500,0.991907558758
17,2017-10-20 14:01:00.000,3.52977614016e-06
